file_name,file_size,num_pages,contains_javascript,num_images,suspicious_urls,num_embedded_files,contains_launch_action,contains_open_action,num_objects,contains_xfa_forms,contains_suspicious_metadata,contains_compressed_streams,entropy,num_annotations,num_embedded_fonts,contains_acroform,num_suspicious_keywords,num_encrypted_objects,num_trailers,contains_obfuscated_js,label
02frrltr.pdf,250800,29,False,0,0,0,False,False,0,False,False,False,7.832371258279765,0,0,False,0,0,0,False,benign
02govbnd.pdf,246975,34,False,0,0,0,False,False,0,False,False,False,7.855326469434427,0,0,False,0,0,0,False,benign
030.pdf,32782,5,False,0,0,0,False,False,0,False,False,False,7.769163188707141,0,0,False,0,0,0,False,benign
031mandelson.pdf,67683,4,False,0,0,0,False,False,0,False,False,False,6.749297506244077,0,0,False,0,0,0,False,benign
032.pdf,66789,2,False,9,0,0,False,False,0,False,False,False,7.802830183379202,0,0,False,0,0,0,False,benign
033.pdf,14845,4,False,0,0,0,False,False,0,False,False,False,7.159538662888613,0,0,False,0,0,0,False,benign
03herman.pdf,170338,12,False,0,0,0,False,False,0,False,False,False,7.750301857625962,0,0,False,0,0,0,False,benign
041.pdf,227816,1,False,1,0,0,False,False,0,False,False,False,6.4518418266344595,0,0,False,0,0,0,False,benign
041211-arl-ala-reply-comments.pdf,146609,7,False,0,0,0,False,False,0,False,False,False,7.967588452143993,0,0,False,0,0,0,False,benign
041211-MLA.pdf,175564,9,False,0,0,0,False,False,0,False,False,False,7.9596186839485545,0,0,False,0,0,0,False,benign
041211-society-of-american-archivists.pdf,251034,4,False,3,0,0,False,False,0,False,False,False,7.98948734959728,0,0,False,0,0,0,False,benign
041411riaa-aaim.pdf,89597,4,False,0,0,0,False,False,0,False,False,False,7.965845407974434,0,0,False,0,0,0,False,benign
041412arsc.pdf,130658,25,False,0,0,0,False,False,0,False,False,False,7.876025035652768,0,0,False,0,0,0,False,benign
041413nab.pdf,39018,9,False,0,0,0,False,False,0,False,False,False,7.632723534812023,0,0,False,0,0,0,False,benign
041413sirius-xm-radio.pdf,42076,13,False,0,0,0,False,False,0,False,False,False,7.484657232127346,0,0,False,0,0,0,False,benign
042301f.pdf,46374,23,False,0,0,0,False,False,0,False,False,False,7.401497676105405,0,0,False,0,0,0,False,benign
042302f.pdf,13568,6,False,0,0,0,False,False,0,False,False,False,7.41950463474135,0,0,False,0,0,0,False,benign
042304f.pdf,46182,9,False,0,0,0,False,False,0,False,False,False,7.83887112436898,0,0,False,0,0,0,False,benign
042305f.pdf,29152,14,False,0,0,0,False,False,0,False,False,False,7.352583920996706,0,0,False,0,0,0,False,benign
042306f.pdf,46348,24,False,0,0,0,False,False,0,False,False,False,7.463280726960675,0,0,False,0,0,0,False,benign
042307f.pdf,15521,6,False,0,0,0,False,False,0,False,False,False,6.9337507134694265,0,0,False,0,0,0,False,benign
042308f.pdf,42074,13,False,0,0,0,False,False,0,False,False,False,7.408798959366365,0,0,False,0,0,0,False,benign
042901f.pdf,58341,16,False,0,0,0,False,False,0,False,False,False,7.742069537700709,0,0,False,0,0,0,False,benign
043.pdf,25634,8,False,0,0,0,False,False,0,False,False,False,7.462205541102885,0,0,False,0,0,0,False,benign
043102f.pdf,46381,24,False,0,0,0,False,False,0,False,False,False,7.462323298952918,0,0,False,0,0,0,False,benign
043103f.pdf,25516,5,False,0,0,0,False,False,0,False,False,False,7.559676892589045,0,0,False,0,0,0,False,benign
044101f.pdf,21682,5,False,0,0,0,False,False,0,False,False,False,7.586766933895085,0,0,False,0,0,0,False,benign
044103f.pdf,31402,7,False,0,0,0,False,False,0,False,False,False,7.674052740409369,0,0,False,0,0,0,False,benign
045time_warner.pdf,23681,7,False,0,0,0,False,False,0,False,False,False,7.265095946983579,0,0,False,0,0,0,False,benign
04alm.pdf,31371,10,False,0,0,0,False,False,0,False,False,False,7.425688802715684,0,0,False,0,0,0,False,benign
04fidart.pdf,197328,32,False,0,0,0,False,False,0,False,False,False,7.842082665046845,0,0,False,0,0,0,False,benign
04finkelstein.pdf,34634,5,False,0,0,0,False,False,0,False,False,False,6.693881326314668,0,0,False,0,0,0,False,benign
04ludasa.pdf,122538,7,False,0,0,0,False,False,0,False,False,False,7.767678350594904,0,0,False,0,0,0,False,benign
04spintr.pdf,278495,27,False,0,0,0,False,False,0,False,False,False,7.952127436651059,0,0,False,0,0,0,False,benign
050201f.pdf,16851,6,False,0,0,0,False,False,0,False,False,False,7.1772277015771,0,0,False,0,0,0,False,benign
050202f.pdf,11576,2,False,0,0,0,False,False,0,False,False,False,7.118481506573272,0,0,False,0,0,0,False,benign
050societyaa.pdf,20638,3,False,0,0,0,False,False,0,False,False,False,7.295676767934354,0,0,False,0,0,0,False,benign
051801f.pdf,71424,24,False,0,0,0,False,False,0,False,False,False,7.76692479217483,0,0,False,0,0,0,False,benign
051802f.pdf,24996,7,False,0,0,0,False,False,0,False,False,False,7.508269351071484,0,0,False,0,0,0,False,benign
051nfais.pdf,48050,9,False,0,0,0,False,False,0,False,False,False,7.328854470442788,0,0,False,0,0,0,False,benign
052005-lore.pdf,280843,1,False,2,0,0,False,False,0,False,False,False,7.605230234629318,0,0,False,0,0,0,False,benign
052501f.pdf,19893,5,False,0,0,0,False,False,0,False,False,False,7.1813287358047395,0,0,False,0,0,0,False,benign
055.pdf,11493,1,False,0,0,0,False,False,0,False,False,False,7.176666253665831,0,0,False,0,0,0,False,benign
055201f.pdf,25694,7,False,0,0,0,False,False,0,False,False,False,7.381720414320591,0,0,False,0,0,0,False,benign
055203f.pdf,82952,23,False,0,0,0,False,False,0,False,False,False,7.7952795980708185,0,0,False,0,0,0,False,benign
056arromdee.pdf,111108,5,False,0,0,0,False,False,0,False,False,False,7.4572976757713265,0,0,False,0,0,0,False,benign
059siia.pdf,46225,14,False,0,0,0,False,False,0,False,False,False,7.477543843533517,0,0,False,0,0,0,False,benign
05co1120sfigb.pdf,11001,1,False,0,0,0,False,False,0,False,False,False,6.307560047661922,0,0,False,0,0,0,False,benign
05co1120sfige.pdf,11191,2,False,0,0,0,False,False,0,False,False,False,6.260963643864625,0,0,False,0,0,0,False,benign
05eonta.pdf,111194,12,False,0,0,0,False,False,0,False,False,False,7.782944902171366,0,0,False,0,0,0,False,benign
05lohmann.pdf,196492,10,False,0,0,0,False,False,0,False,False,False,7.690592155605484,0,0,False,0,0,0,False,benign
060902f.pdf,18683,4,False,0,0,0,False,False,0,False,False,False,7.07318973478919,0,0,False,0,0,0,False,benign
061702f.pdf,17719,4,False,0,0,0,False,False,0,False,False,False,7.317477661008907,0,0,False,0,0,0,False,benign
061703f.pdf,35137,9,False,0,0,0,False,False,0,False,False,False,7.378764611859524,0,0,False,0,0,0,False,benign
062701f.pdf,51377,15,False,0,0,0,False,False,0,False,False,False,7.770544170681887,0,0,False,0,0,0,False,benign
