file_name,file_size,num_pages,contains_javascript,num_images,suspicious_urls,num_embedded_files,contains_launch_action,contains_open_action,num_objects,contains_xfa_forms,contains_suspicious_metadata,contains_compressed_streams,entropy,num_annotations,num_embedded_fonts,contains_acroform,num_suspicious_keywords,num_encrypted_objects,num_trailers,contains_obfuscated_js,label
ameacdneu.pdf,88245,1,False,9,0,0,False,False,0,False,False,False,7.885757191292577,0,0,False,0,0,0,False,benign
n-09-89.pdf,35586,13,False,0,0,0,False,False,0,False,False,False,7.19103317190494,0,0,False,0,0,0,False,benign
CNA Fax Sheet_GuardianOrTrustee.pdf,103440,1,False,0,0,0,False,False,0,False,False,False,7.777476016891192,0,0,False,0,0,0,False,benign
daa46827a88ac18e287a2f2fce4eee123c3b89b6,15229,1,False,1,0,0,False,False,0,False,False,False,7.933791193353442,0,0,False,0,0,0,False,malicious
altpress.pdf,82412,1,False,1,0,0,False,False,0,False,False,False,7.847151844197253,0,0,False,0,0,0,False,benign
5f9c1e3225907784b9fa9565d07be220f76b9652,15095,0,False,0,0,0,False,False,0,False,False,False,6.715894042357312,0,0,False,0,0,0,False,malicious
chartrsv.pdf,17305,1,False,1,0,0,False,False,0,False,False,False,7.717499751865403,0,0,False,0,0,0,False,benign
Andrew_Dull.pdf,18122,2,False,0,0,0,False,False,0,False,False,False,7.201941393587616,0,0,False,0,0,0,False,benign
cp120a_english.pdf,37378,2,False,1,0,0,False,False,0,False,False,False,7.652741812404857,0,0,False,0,0,0,False,benign
11ebfallbulmunbond.pdf,212960,33,False,0,0,0,False,False,0,False,False,False,7.949323091240314,0,0,False,0,0,0,False,benign
9b4e9adef89bd5f8f683735dbf343adbab2d13b1,15244,1,False,0,0,0,False,False,0,False,False,False,7.966190499807899,0,0,False,0,0,0,False,malicious
ca0db1ab9af6e758cd79c1fb8089797c5f1af5c0,7558,1,False,0,0,0,False,False,0,False,False,False,7.458713513498894,0,0,False,0,0,0,False,malicious
rp-06-17.pdf,64285,26,False,0,0,0,False,False,0,False,False,False,7.620013612229197,0,0,False,0,0,0,False,benign
n-07-89.pdf,46234,19,False,0,0,0,False,False,0,False,False,False,7.556267683007655,0,0,False,0,0,0,False,benign
rp-08-11.pdf,35451,23,False,0,0,0,False,False,0,False,False,False,7.245991369527364,0,0,False,0,0,0,False,benign
0c035f3416f523af1609443263ceecc39b62f68e,17467,1,False,0,0,0,False,False,0,False,False,False,3.527575983243322,0,0,False,0,0,0,False,malicious
f8948.pdf,80111,2,False,0,0,0,False,False,0,False,False,False,7.593098052898004,0,0,False,0,0,0,False,benign
1dfc0ce43005717744b557eff9ba6bcbc3245a0c,26456,1,False,0,0,0,False,False,0,False,False,False,3.382496233715385,0,0,False,0,0,0,False,malicious
5ef3af44494a94e945e89b87b005972ca1b4a4e7,15117,0,False,0,0,0,False,False,0,False,False,False,6.713518396032352,0,0,False,0,0,0,False,malicious
cca_training.pdf,175255,45,False,0,0,0,False,False,0,False,False,False,7.445753116884296,0,0,False,0,0,0,False,benign
71572049da1f2cd202101ecc13d4a3818e776da0,17729,1,False,0,0,0,False,False,0,False,False,False,5.583574221877,0,0,False,0,0,0,False,malicious
0133962213da7ec28c2a60a7e308d34c46940c4a,2630,1,False,0,0,0,False,False,0,False,False,False,7.834062998399301,0,0,False,0,0,0,False,malicious
beheeml.pdf,73918,1,False,1,0,0,False,False,0,False,False,False,7.800629671385288,0,0,False,0,0,0,False,benign
i8621a.pdf,37657,4,False,0,0,0,False,False,0,False,False,False,7.7632112972530685,0,0,False,0,0,0,False,benign
i1099s.pdf,123851,4,False,0,0,0,False,False,0,False,False,False,7.7739802978503585,0,0,False,0,0,0,False,benign
rr-02-38.pdf,89738,5,False,0,0,0,False,False,0,False,False,False,7.202953116639599,0,0,False,0,0,0,False,benign
f133fa7e247891e6f21cb2340449419f5a257f7b,15091,0,False,0,0,0,False,False,0,False,False,False,6.715312639769492,0,0,False,0,0,0,False,malicious
fdbcdb7ecae4cb0ff223dbf6c24425d11a0c5a34,7036,1,False,0,0,0,False,False,0,False,False,False,5.428251484280975,0,0,False,0,0,0,False,malicious
alpenacc.pdf,23523,1,False,1,0,0,False,False,0,False,False,False,7.947030815467727,0,0,False,0,0,0,False,benign
commresg.pdf,27099,1,False,1,0,0,False,False,0,False,False,False,7.947564261887139,0,0,False,0,0,0,False,benign
icspintegstatement.pdf,392087,4,False,0,0,0,False,False,0,False,False,False,7.989100954658754,0,0,False,0,0,0,False,benign
